geopixel,auc
0.5,0.46656976744186046
-611_312,-1.0
0_0,-1.0
105_435,-1.0
163_290,-1.0
78_433,-1.0
78_435,-1.0
78_437,-1.0
78_439,-1.0
81_451,-1.0
81_452,-1.0
81_453,-1.0
82_448,-1.0
83_426,-1.0
85_422,-1.0
85_426,-1.0
86_413,-1.0
86_426,-1.0
87_420,-1.0
90_423,-1.0
91_423,-1.0
