geopixel,device_total_security_score
104_430,0.7639530723905721
104_431,0.7702944236371202
104_432,0.7631365740740741
104_433,0.757600472813239
104_434,0.7659340044742731
104_435,0.7698659336419755
104_436,0.7724473091876409
104_437,0.7672962962962963
104_438,0.7595695695695703
104_439,0.7635075174184085
104_440,0.760030092592593
104_441,0.7678639846743295
104_442,0.7559371492704827
104_443,0.753312757201646
104_444,0.7576190476190475
104_445,0.7600540806293024
104_446,0.7559777777777775
104_447,0.7632326892109502
104_448,0.76663997330664
104_449,0.7754404996712687
104_450,0.7645515243134293
104_451,0.7641833847736629
104_452,0.763961038961039
104_453,0.757235867446394
104_454,0.7609847832328456
104_455,0.7572280092592594
104_456,0.7607811447811448
104_457,0.7617943239097086
104_458,0.7641392509828265
104_459,0.7659733796296293
104_460,0.7706152927120676
104_461,0.65518518518519
105_408,0.7521006944444437
105_409,0.767451580020387
105_410,0.7619823514789956
105_411,0.7547277777777779
105_412,0.7635452045932396
105_413,0.7544681069958847
105_414,0.7646132415601441
105_415,0.7576191700960218
105_416,0.7675036209393751
105_417,0.7621139705882354
105_418,0.7613764510779437
105_419,0.7708366234254562
105_420,0.770358126721763
105_421,0.7609514687100889
105_422,0.7629629629629631
105_423,0.7643098688750866
105_424,0.7616348671904228
105_425,0.7641314958369223
105_426,0.757310231023103
105_427,0.766428062678063
105_428,0.7576381766381765
105_429,0.7654326756663209
105_430,0.7703295499800876
105_431,0.7604286694101509
105_432,0.7687018610650453
105_433,0.7638543209876543
105_434,0.7626833333333333
105_435,0.7632702571567201
105_436,0.764974974974975
105_437,0.766840894148586
105_438,0.7681418918918923
105_439,0.767781676413256
105_440,0.7681308411214949
105_441,0.7572342249657061
105_442,0.7619773662551445
105_443,0.7579488727858292
105_444,0.7605555555555565
105_445,0.7640128098022834
105_446,0.7666629065613837
105_447,0.769810405643739
105_448,0.7654269874970511
105_449,0.7628784806704514
105_450,0.7768710089399744
105_451,0.769212292002147
105_452,0.7661906721536352
105_453,0.7677230273752015
105_454,0.7744786862334031
105_455,0.7620358065706904
105_456,0.7614667913105415
105_457,0.7644590259550892
105_458,0.7603277990634314
105_459,0.7579267097785616
105_460,0.7636802894848875
105_461,0.74675925925926
106_408,0.7797306397306396
106_409,0.773649604660841
106_410,0.7592831541218636
106_411,0.7601718067877767
106_412,0.7596001073537304
106_413,0.7610213243546579
106_414,0.75889070442992
106_415,0.7657707475994513
106_416,0.7647941292356192
106_417,0.759386145404664
106_418,0.7661333027242119
106_419,0.7614087301587303
106_420,0.7606459170013392
106_421,0.7578273809523809
106_422,0.7734087791495201
106_423,0.7583090081607028
106_424,0.7689067278287466
106_425,0.7579777777777778
106_426,0.7606659870880055
106_427,0.7688401559454189
106_428,0.7693636721828215
106_429,0.771984126984127
106_430,0.7602826048797615
106_431,0.7605306267806264
106_432,0.7577202202202202
106_433,0.7612906846240179
106_434,0.7637632455343628
106_435,0.7703800868770009
106_436,0.7633854166666668
106_437,0.7652787456445992
106_438,0.7678851315083202
106_439,0.76830779054917
106_440,0.7612921191868565
106_441,0.7567317867317864
106_442,0.7702812939521799
106_443,0.7702768424990648
106_444,0.7652445575346342
106_445,0.7634100372561908
106_446,0.76424885559717
106_447,0.7610471622701839
106_448,0.7577008842752789
106_449,0.7623358766491812
106_450,0.7575228026533999
106_451,0.7719774226281075
106_452,0.7547414395527603
106_453,0.7603588807785886
106_454,0.7582622739018088
106_455,0.7677266714766716
106_456,0.7576795339940883
106_457,0.7667647058823531
106_458,0.7611263318112629
106_459,0.763922922922923
106_460,0.7670343531937736
106_461,0.72
107_408,0.7892370370370372
107_409,0.7660227272727276
107_410,0.7671162280701754
107_411,0.7625987949672159
107_412,0.7546099290780139
107_413,0.7623534927332395
107_414,0.766787561146052
107_415,0.7577583255524433
107_416,0.7603310185185186
107_417,0.7559970238095238
107_418,0.7569672571121849
107_419,0.7660959497509202
107_420,0.7567261088248745
107_421,0.7617888636936258
107_422,0.7580352612886858
107_423,0.765464373002444
107_424,0.7613125677979233
107_425,0.7577299209321681
107_426,0.7604267719496145
107_427,0.7639873206539873
107_428,0.7615809839690438
107_429,0.7660062893081762
107_430,0.7703969838101576
107_431,0.7630122568611777
107_432,0.7620189210950085
107_433,0.7617957644328401
107_434,0.7662291212781412
107_435,0.7677193942711186
107_436,0.7660078782939417
107_437,0.7566921119592874
107_438,0.7632805836139169
107_439,0.7788509021842356
107_440,0.7567303240740745
107_441,0.7679545454545458
107_442,0.7590828924162258
107_443,0.7588960113960115
107_444,0.7605520614954574
107_445,0.769427798585102
107_446,0.7586716524216524
107_447,0.7598867724867722
107_448,0.7545723421262992
107_449,0.7640939153439154
107_450,0.7664246339362618
107_451,0.7646404521404522
107_452,0.7632880015432097
107_453,0.771284403669725
107_454,0.7653153648698203
107_455,0.7548904741317194
107_456,0.7581282231598689
107_457,0.7583139040680025
107_458,0.770112334556779
107_459,0.764714463066419
107_460,0.7642661179698214
107_461,0.7662962962962975
108_408,0.7816419753086427
108_409,0.763373015873016
108_410,0.7787328042328046
108_411,0.7681219272369713
108_412,0.7674509803921569
108_413,0.7665996649916252
108_414,0.7562468368990106
108_415,0.7622682881886864
108_416,0.7601112935595693
108_417,0.7576784295024641
108_418,0.7599078590785906
108_419,0.7604931874880059
108_420,0.771794804282956
108_421,0.7648179184771363
108_422,0.7531642512077295
108_423,0.7631706839114251
108_424,0.7614908073541165
108_425,0.761405423280423
108_426,0.7673554256010398
108_427,0.7655608164983164
108_428,0.7586090534979423
108_429,0.7587623648493215
108_430,0.7580823586744639
108_431,0.7667611489040062
108_432,0.7630183782267118
108_433,0.762287874671738
108_434,0.7578376268540205
108_435,0.7589868491680086
108_436,0.7644358597007606
108_437,0.7568531378600825
108_438,0.7643656422379824
108_439,0.7549194101508923
108_440,0.760460648148148
108_441,0.7560341880341879
108_442,0.7573544973544981
108_443,0.7717746913580246
108_444,0.7618226120857701
108_445,0.7619975713418338
108_446,0.7639814814814814
108_447,0.7566052631578947
108_448,0.7656350700983474
108_449,0.7580788330229675
108_450,0.7627507872244713
108_451,0.7614804526748967
108_452,0.7704307116104872
108_453,0.7616373080397472
108_454,0.7625249731058856
108_455,0.7581593488649936
108_456,0.7621828623048132
108_457,0.7647990543735226
108_458,0.7546929572059105
108_459,0.7594620167612867
108_460,0.7529074074074077
108_461,0.76398148148148
109_408,0.7748542159180457
109_409,0.7724876543209872
109_410,0.7664184933232555
109_411,0.7640386473429954
109_412,0.7663512731481483
109_413,0.7520607235142119
109_414,0.7607350718065004
109_415,0.7627777777777777
109_416,0.7731823085221144
109_417,0.7567452927788122
109_418,0.7565822784810129
109_419,0.7790053310886647
109_420,0.7588770685579198
109_421,0.7636885423435127
109_422,0.7668289160720352
109_423,0.7673749738439004
109_424,0.7608609656777197
109_425,0.7557153032153032
109_426,0.757095860566449
109_427,0.7582343038225392
109_428,0.7625521498510002
109_429,0.7619935185185188
109_430,0.7667586769159097
109_431,0.7637397787397786
109_432,0.756873730270355
109_433,0.7615494483845551
109_434,0.7603368695328496
109_435,0.7685246913580247
109_436,0.7618554829339144
109_437,0.7645446177171323
109_438,0.766816201227966
109_439,0.7640652557319222
109_440,0.7831058201058205
109_441,0.7594771241830064
109_442,0.7680875735548633
109_443,0.7630583613916945
109_444,0.7439917695473234
109_445,0.7726489533011274
109_446,0.7716392318244171
109_447,0.7586207849640687
109_448,0.7607677634716261
109_449,0.7580919003115264
109_450,0.7578282200110563
109_451,0.7669782998857889
109_452,0.7601016702977487
109_453,0.7633163882837087
109_454,0.7592514545196538
109_455,0.7680878069080318
109_456,0.7596875746714458
109_457,0.7524118697010262
109_458,0.7693027888446216
109_459,0.7610036754311564
109_460,0.7430392156862746
110_408,0.7603254769921439
110_409,0.7585937500000002
110_410,0.7629513888888888
110_411,0.7601851851851852
110_412,0.7599103942652332
110_413,0.7678202792956892
110_414,0.7633554449972358
110_415,0.7653019079685748
110_416,0.7634982078853052
110_417,0.7530574712643684
110_418,0.7630383597883598
110_419,0.7626934658235471
110_420,0.7636448463967849
110_421,0.755280501089325
110_422,0.7572674897119341
110_423,0.759581913201545
110_424,0.7691080011309022
110_425,0.7589341787439616
110_426,0.76232825567503
110_427,0.7584757834757831
110_428,0.7596094683393072
110_429,0.7693221932870371
110_430,0.7597273190621816
110_431,0.7634456175632645
110_432,0.768342151675485
110_433,0.7540409065782201
110_434,0.7672325677632938
110_435,0.7609329582747303
110_436,0.7608994708994706
110_437,0.7620124421296298
110_438,0.7670716651610962
110_439,0.7603589391861
110_440,0.7770233918128657
110_441,0.7507795698924729
110_442,0.7390522875816994
110_443,0.7671330589849105
110_444,0.7609090909090911
110_445,0.7722910731244059
110_446,0.7692371729527693
110_447,0.7695122184039713
110_448,0.7718605870020967
110_449,0.7717849069727005
110_450,0.7639554969989751
110_451,0.7660195828011915
110_452,0.7672129629629627
110_453,0.7607868155236577
110_454,0.7557739343116705
110_455,0.7575476190476191
110_456,0.7652358490566042
110_457,0.7577633744855972
110_458,0.758565421316513
110_459,0.7562193362193365
110_460,0.7459150326797389
111_408,0.7538499025341131
111_409,0.7685709294199861
111_410,0.7584259259259261
111_411,0.7611588477366256
111_412,0.7638839637509851
111_413,0.7557191358024691
111_414,0.761349698535745
111_415,0.7561783509700175
111_416,0.7633358701166922
111_417,0.7666985428051003
111_418,0.7651067649281933
111_419,0.7644118518518516
111_420,0.7630945821854911
111_421,0.7710330836454433
111_422,0.7608327582240625
111_423,0.76542071197411
111_424,0.7530190058479532
111_425,0.7660194352768611
111_426,0.7648105739327113
111_427,0.7688518518518518
111_428,0.7667414765759137
111_429,0.765808641975309
111_430,0.759061728395062
111_431,0.7658945718204978
111_432,0.7589806547619047
111_433,0.7557531415343913
111_434,0.7697925368978005
111_435,0.7586076497057811
111_436,0.7602282006415868
111_437,0.7810067526089628
111_438,0.7642542270531401
111_439,0.7605381263616555
111_440,0.7584588826114246
111_441,0.7683629629629625
111_442,0.7696283867760383
111_443,0.754589120370371
111_444,0.7809609609609606
111_445,0.7679365079365081
111_446,0.7589272809394763
111_447,0.7593237366921579
111_448,0.7667420327304046
111_449,0.7633745689008845
111_450,0.7660201660735471
111_451,0.7643290960451978
111_452,0.7702152777777779
111_453,0.766187084520418
111_454,0.7623619378306883
111_455,0.7637526205450734
111_456,0.7567420234086898
111_457,0.7644643179765132
111_458,0.7630964467005078
111_459,0.7871420389461627
111_460,0.7626568405139832
111_461,0.7414814814814801
112_408,0.7471193415637856
112_409,0.7658318636096416
112_410,0.7559788359788367
112_411,0.7568087484035759
112_412,0.7566657588961505
112_413,0.7570745332108969
112_414,0.7584254952627046
112_415,0.7591097724230258
112_416,0.7721385083713852
112_417,0.7631059772643932
112_418,0.7610294892048446
112_419,0.7565489254686787
112_420,0.7648450223272913
112_421,0.767663492063492
112_422,0.7646925360474981
112_423,0.7606437768240346
112_424,0.7647962962962966
112_425,0.752653903903904
112_426,0.7690844582900658
112_427,0.7556584362139919
112_428,0.7590118744698896
112_429,0.7557585660526835
112_430,0.7565942846399701
112_431,0.7552222222222225
112_432,0.763519921436588
112_433,0.7622602089268756
112_434,0.7643300411522633
112_435,0.7564904158544511
112_436,0.7610195141377942
112_437,0.7653899926416481
112_438,0.767250060518034
112_439,0.7613448909902811
112_440,0.756381172839506
112_441,0.7614633655394528
112_442,0.7599163679808844
112_443,0.7556548148148148
112_444,0.752881562881563
112_445,0.7580471380471373
112_446,0.7668021680216806
112_447,0.76205429031516
112_448,0.7712573099415205
112_449,0.7603250453250453
112_450,0.7562058322690507
112_451,0.7646036249014972
112_452,0.760153133903134
112_453,0.7694152526911147
112_454,0.7700193325193326
112_455,0.7590162649421907
112_456,0.7618930844907406
112_457,0.7646352697875541
112_458,0.7618292420327304
112_459,0.7600511247443761
112_460,0.7756305672761369
112_461,0.7542592592592585
113_408,0.7865141612200441
113_409,0.7632815904139436
113_410,0.7625445816186561
113_411,0.7597514619883043
113_412,0.7674951728980166
113_413,0.7634961970899472
113_414,0.763271375464684
113_415,0.7609244384947198
113_416,0.7544960534304798
113_417,0.7664200298953665
113_418,0.7530742881609938
113_419,0.7597098765432101
113_420,0.7715610938040842
113_421,0.7671381886087769
113_422,0.7638319088319089
113_423,0.7657296435011792
113_424,0.7682988072818584
113_425,0.7654394224733209
113_426,0.7753880718954247
113_427,0.7669827279202279
113_428,0.7612503283425267
113_429,0.7604917889587705
113_430,0.7519354110207769
113_431,0.7604682539682539
113_432,0.7606749512670565
113_433,0.7611508916323734
113_434,0.75831715210356
113_435,0.7531621966794382
113_436,0.7631806213796737
113_437,0.7540925925925926
113_438,0.7686843238587427
113_439,0.7633233233233232
113_440,0.7558465608465612
113_441,0.7578118908382067
113_442,0.7561833019460137
113_443,0.778001722652885
113_444,0.7624053945249595
113_445,0.764643694327239
113_446,0.7754924704924705
113_447,0.7659537037037034
113_448,0.7679225202213712
113_449,0.7574950796206837
113_450,0.7620950309740345
113_451,0.7625665195881802
113_452,0.7668300653594773
113_453,0.7640516569200781
113_454,0.7626502057613173
113_455,0.7669337427880142
113_456,0.7645208591491122
113_457,0.765925925925926
113_458,0.759763071895425
113_459,0.7631832694763733
113_460,0.7589527458492978
113_461,0.66518518518519
114_408,0.7370833333333324
114_409,0.7551296296296293
114_410,0.756489197530864
114_411,0.7570218579234975
114_412,0.7656910821435957
114_413,0.7566600133067203
114_414,0.7614645695924235
114_415,0.7604489867225718
114_416,0.7666265432098769
114_417,0.7674275530760893
114_418,0.7584653270291568
114_419,0.7541456790123454
114_420,0.7461087962962963
114_421,0.774204204204204
114_422,0.7549045138888896
114_423,0.7623089873089872
114_424,0.7639629629629627
114_425,0.7639718614718614
114_426,0.7628037955310685
114_427,0.7698008761449622
114_428,0.7684255964149203
114_429,0.7636212262682851
114_430,0.7583899881616776
114_431,0.7673805256869771
114_432,0.7799621212121209
114_433,0.7421059431524547
114_434,0.7629091147885477
114_435,0.7604045058883769
114_436,0.7624890572390574
114_437,0.7544795321637426
114_438,0.7611785938480855
114_439,0.7551370851370849
114_440,0.7626032083038454
114_441,0.7630809570632578
114_442,0.7548861283643891
114_443,0.7557986994628214
114_444,0.764268707482993
114_445,0.7478220611916259
114_446,0.7628483245149911
114_447,0.7530416666666665
114_448,0.7732354996505947
114_449,0.769766343524733
114_450,0.766321644838755
114_451,0.7580061129090256
114_452,0.7613242136608975
114_453,0.7662681481481483
114_454,0.7630846858094046
114_455,0.7570547180346178
114_456,0.7612786195286193
114_457,0.7583377425044093
114_458,0.7708055174516083
114_459,0.7648663446054745
114_460,0.7609553203997647
114_461,0.7422685185185175
115_408,0.7464285714285721
115_409,0.7734197530864199
115_410,0.7567259978425024
115_411,0.7574639917695472
115_412,0.7636081623024299
115_413,0.7464636488340192
115_414,0.7608441890166027
115_415,0.7657428451178454
115_416,0.7721919191919188
115_417,0.7701454279137897
115_418,0.758099128540305
115_419,0.7676827094474153
115_420,0.7603120443277925
115_421,0.7689061154177433
115_422,0.7741893004115228
115_423,0.7656984126984125
115_424,0.760245571658615
115_425,0.7461462324393358
115_426,0.7643044619422572
115_427,0.7651770630279401
115_428,0.7576366305329723
115_429,0.7640936819172115
115_430,0.7653755144032921
115_431,0.772237654320988
115_432,0.7662610229276896
115_433,0.7713136574074076
115_434,0.7617099342332989
115_435,0.7637842190016098
115_436,0.7567912457912466
115_437,0.7638633461047251
115_438,0.7601200000000001
115_439,0.7644518518518518
115_440,0.7557964760877384
115_441,0.7543004115226339
115_442,0.7778903903903903
115_443,0.7619157088122605
115_444,0.7625189393939394
115_445,0.7554690204222912
115_446,0.7637201125175804
115_447,0.7540588010691103
115_448,0.7681039248203432
115_449,0.7483073727933542
115_450,0.7712546296296299
115_451,0.7635560923242081
115_452,0.7705405405405406
115_453,0.7677404536319266
115_454,0.7644391317547057
115_455,0.7782978080120938
115_456,0.7591473341473344
115_457,0.7625804339693227
115_458,0.7719967793880839
115_459,0.7689332900151612
115_460,0.7627125717266565
115_461,0.7145370370370401
116_408,0.7656597222222219
116_409,0.7622799028536734
116_410,0.7638069216757739
116_411,0.7539722661049674
116_412,0.7700189125295508
116_413,0.7608658327201373
116_414,0.7688568376068378
116_415,0.7614814814814814
116_416,0.7561239711934156
116_417,0.7666448801742923
116_418,0.7750478927203063
116_419,0.7702042042042045
116_420,0.7603987455197138
116_421,0.769198082010582
116_422,0.753962229556289
116_423,0.7642868745938918
116_424,0.776598440545809
116_425,0.7585273972602741
116_426,0.7628075225484551
116_427,0.7641023826374144
116_428,0.7647425925925924
116_429,0.766986531986532
116_430,0.761808726534754
116_431,0.7677914230019491
116_432,0.7664288141352362
116_433,0.7575555555555555
116_434,0.774011511511512
116_435,0.7653135802469132
116_436,0.758364470665356
116_437,0.7609454191033145
116_438,0.7649623352165715
116_439,0.7658333333333331
116_440,0.7643130921619298
116_441,0.7652298850574707
116_442,0.7705266955266957
116_443,0.7651102629346904
116_444,0.7653317901234568
116_445,0.7597424768518519
116_446,0.7571448663853722
116_447,0.7674003302665725
116_448,0.7544444444444444
116_449,0.7617472766884532
116_450,0.7672283272283271
116_451,0.7608839506172839
116_452,0.7661576497963931
116_453,0.7610458002645502
116_454,0.7641018171729784
116_455,0.766185185185185
116_456,0.7673259835711197
116_457,0.764941469967377
116_458,0.7679945286195289
116_459,0.7755771604938271
116_460,0.7458299039780519
116_461,0.7712962962963
117_408,0.7446698872785831
117_409,0.7625357535753574
117_410,0.7695636070853457
117_411,0.7599767062660141
117_412,0.7616009557945042
117_413,0.764012012012012
117_414,0.7615512614063338
117_415,0.759099415204678
117_416,0.7733734371313989
117_417,0.7685637545942889
117_418,0.7619737156511348
117_419,0.7669700292397664
117_420,0.7546221017765733
117_421,0.767968369829684
117_422,0.7674126608878384
117_423,0.7708661265432103
117_424,0.7648636363636364
117_425,0.7532275132275132
117_426,0.7595224171539962
117_427,0.7628497525865949
117_428,0.7642395316278477
117_429,0.7589263947491794
117_430,0.7699647995102539
117_431,0.7598492297607347
117_432,0.7587950617283946
117_433,0.7637590187590189
117_434,0.7476819923371649
117_435,0.7564765211640215
117_436,0.7717976056864948
117_437,0.7724237472766883
117_438,0.767985546522131
117_439,0.7673476702508966
117_440,0.7506790123456791
117_441,0.7488814814814817
117_442,0.7668027666220442
117_443,0.7558465608465609
117_444,0.7577017195767194
117_445,0.763500946201676
117_446,0.7707662037037035
117_447,0.7695853462157808
117_448,0.7630902777777778
117_449,0.7625213675213676
117_450,0.761280108780109
117_451,0.7638177840287543
117_452,0.7549313271604937
117_453,0.7528547567175017
117_454,0.7652458890425698
117_455,0.7615883504650024
117_456,0.7518106020712658
117_457,0.7595227442207311
117_458,0.7729666299963327
117_459,0.7644240944240944
117_460,0.7567418142780465
117_461,0.758703703703705
118_408,0.7369576719576721
118_409,0.7616487455197138
118_410,0.7679063180827882
118_411,0.7694760900140653
118_412,0.7672187060478203
118_413,0.7637294238683126
118_414,0.7590390147428985
118_415,0.7627359098228667
118_416,0.7636030276308056
118_417,0.7554901497241923
118_418,0.7635700757575757
118_419,0.7615221815221814
118_420,0.7644035947712419
118_421,0.7615981735159818
118_422,0.7602439939939938
118_423,0.7549074074074074
118_424,0.7712093397745574
118_425,0.7661510217113662
118_426,0.771329313809934
118_427,0.7655015432098765
118_428,0.759122990915444
118_429,0.7565780504430812
118_430,0.7614886731391582
118_431,0.7566096866096859
118_432,0.769520697167756
118_433,0.7561788913096105
118_434,0.7657165861513692
118_435,0.7615824915824911
118_436,0.7646229200214704
118_437,0.7577889335118251
118_438,0.7654012345679013
118_439,0.7700807217473888
118_440,0.7612037037037042
118_441,0.7609995251661917
118_442,0.7666376921138828
118_443,0.7654695767195765
118_444,0.7638471177944861
118_445,0.7564972724662643
118_446,0.7543383982272874
118_447,0.7611954022988504
118_448,0.7759788359788363
118_449,0.7630281207133056
118_450,0.7629765545361878
118_451,0.7552082133947422
118_452,0.7630691056910568
118_453,0.7622078812819554
118_454,0.7633448559670784
118_455,0.7572574955908294
118_456,0.7654862298195632
118_457,0.7580709876543211
118_458,0.7616782407407406
118_459,0.7646318082788675
118_460,0.7518798043326346
118_461,0.78166666666667
119_408,0.7592372134038802
119_409,0.763391156462585
119_410,0.7629344946163819
119_411,0.7655071139899241
119_412,0.7562339443820927
119_413,0.7609303350970018
119_414,0.760106459116121
119_415,0.7609083711964755
119_416,0.7633034979423869
119_417,0.7633322126968117
119_418,0.7601115691663394
119_419,0.761892736892737
119_420,0.7634417606011807
119_421,0.7649558273870201
119_422,0.7642746628328885
119_423,0.7613350931925443
119_424,0.7629486865720347
119_425,0.7583006740323815
119_426,0.7616648888888887
119_427,0.7588448414914079
119_428,0.7619308505181082
119_429,0.7663347309573726
119_430,0.7634404020539716
119_431,0.760121975308642
119_432,0.7612752902155885
119_433,0.7638481979737586
119_434,0.7608710895361382
119_435,0.7617142609899622
119_436,0.7597346786248131
119_437,0.7650368161401959
119_438,0.7631940827546299
119_439,0.7630718077175407
119_440,0.761639314859654
119_441,0.7636224134933057
119_442,0.7671047718292734
119_443,0.7651000212246633
119_444,0.7582048611111112
119_445,0.7608370669056153
119_446,0.7637349600053773
119_447,0.7661068973164782
119_448,0.7582114392873884
119_449,0.7649652294853966
119_450,0.763191433303222
119_451,0.7581627157550878
119_452,0.7616260893246185
119_453,0.7655493233618234
119_454,0.7660368839914294
119_455,0.7683914977332993
119_456,0.7644051332033791
119_457,0.76125794864327
119_458,0.7616492234169655
119_459,0.7579696795240837
119_460,0.7688814814814816
119_461,0.7505555555555566
120_410,0.7556923207611281
120_411,0.7641938997821354
120_412,0.7606047273982056
120_413,0.7589715694807081
120_414,0.7635732193732194
120_415,0.76757788474395
120_416,0.7567082590612002
120_417,0.7642537518931571
120_418,0.7652818407321873
120_419,0.7638648455084921
120_420,0.7589722006388675
120_421,0.7655763963320233
120_422,0.7631084238812944
120_423,0.7629394473838916
120_424,0.7612416176622305
120_425,0.7638492063492064
120_426,0.7649402294085129
120_427,0.7621035820214462
120_428,0.7618025455796357
