geopixel,auc
105_427,0.8923076923076924
105_428,0.7467948717948718
105_429,0.8805555555555555
105_430,0.8836363636363637
105_431,0.896969696969697
105_432,0.8609374999999999
105_433,0.8557422969187676
105_434,0.9119318181818181
105_435,0.8844444444444445
105_436,0.7950354609929079
105_437,0.7784679089026915
105_438,0.7982954545454546
105_439,0.7922077922077921
105_440,0.8506493506493508
105_441,0.7076923076923077
105_442,0.859375
105_443,0.8347107438016529
105_444,0.7820069204152249
105_445,0.858974358974359
105_446,0.8479623824451412
105_447,0.8497435897435898
105_448,0.8577922077922078
105_449,0.8590225563909775
105_450,0.8226120857699805
105_451,0.9347826086956522
105_452,0.8280542986425339
105_453,0.9031578947368422
105_454,0.8545454545454546
105_455,0.8799743260590501
105_456,0.8512880562060889
105_457,0.8001867413632119
105_458,0.8617924528301887
105_459,0.783068783068783
105_460,0.8257575757575757
105_461,-1.0
106_408,-1.0
106_409,0.9555555555555556
106_410,0.68359375
106_411,0.8793402777777778
106_412,0.8497246262785209
106_413,0.7720588235294118
106_414,0.8518518518518519
106_415,0.8293010752688172
106_416,0.8278260869565217
106_417,0.8558673469387755
106_418,0.7928571428571429
106_419,0.9098228663446055
106_420,0.8201754385964913
106_421,0.8144796380090498
106_422,0.9193899782135075
106_423,0.9303030303030304
106_424,0.9099999999999999
106_425,0.831275720164609
106_426,0.7722222222222223
106_427,0.7142857142857143
106_428,0.7467532467532467
106_429,0.7764705882352941
106_430,0.839080459770115
106_431,0.7938271604938273
106_432,0.8744343891402715
106_433,0.7867324561403509
106_434,0.8878048780487805
106_435,0.8433292533659731
106_436,0.8322115384615385
106_437,0.8643790849673203
106_438,0.8
106_439,0.8205128205128205
106_440,0.7846153846153847
106_441,0.6640625
106_442,0.43434343434343436
106_443,0.9084967320261439
106_444,0.9673202614379084
106_445,0.875
106_446,0.7937777777777777
106_447,0.9096283783783783
106_448,0.809384164222874
106_449,0.8035914702581369
106_450,0.8291592128801432
106_451,0.7802197802197802
106_452,0.8449074074074074
106_453,0.9080357142857143
106_454,0.815
106_455,0.7912087912087913
106_456,0.7460689193710272
106_457,0.8410138248847926
106_458,0.7686170212765958
106_459,0.748015873015873
106_460,0.8571428571428571
106_461,-1.0
107_408,-1.0
107_409,0.9181818181818181
107_410,0.7993827160493827
107_411,0.7486111111111111
107_412,0.8222222222222223
107_413,0.7745535714285714
107_414,0.7732558139534884
107_415,0.8158730158730159
107_416,0.8567901234567902
107_417,0.7953667953667953
107_418,0.7833333333333333
107_419,0.8467908902691512
107_420,0.897142857142857
107_421,0.9205882352941176
107_422,0.808641975308642
107_423,0.8517241379310345
107_424,0.8525
107_425,0.8015202702702703
107_426,0.7846153846153846
107_427,0.8444444444444444
107_428,0.875
107_429,0.8920454545454546
107_430,0.6488888888888888
107_431,0.8534798534798536
107_432,0.8698412698412699
107_433,0.803030303030303
107_434,0.7759170653907497
107_435,0.7656482861400894
107_436,0.8897849462365591
107_437,0.7837837837837838
107_438,0.8131868131868132
107_439,0.706140350877193
107_440,0.625
107_441,0.9720279720279721
107_442,0.7333333333333334
107_443,0.5625
107_444,0.8400000000000001
107_445,0.8321678321678321
107_446,0.8106508875739644
107_447,0.823045267489712
107_448,0.8578125000000001
107_449,0.8451178451178452
107_450,0.9
107_451,0.8186813186813187
107_452,0.8660714285714286
107_453,0.9287925696594427
107_454,0.8749999999999999
107_455,0.8582887700534759
107_456,0.8361831218974076
107_457,0.7982860909690178
107_458,0.8465408805031446
107_459,0.8715415019762845
107_460,0.75
107_461,-1.0
108_408,0.9166666666666667
108_409,0.9555555555555556
108_410,0.8238636363636365
108_411,0.8061728395061729
108_412,0.6877192982456141
108_413,0.8203125
108_414,0.8260869565217391
108_415,0.7536231884057971
108_416,0.7281105990783411
108_417,0.830528846153846
108_418,0.7884012539184954
108_419,0.8260869565217391
108_420,0.7823529411764706
108_421,0.6945812807881774
108_422,0.863905325443787
108_423,0.778225806451613
108_424,0.8921568627450981
108_425,0.8286713286713286
108_426,0.9057017543859649
108_427,0.7470355731225297
108_428,0.7523809523809524
108_429,0.8140096618357489
108_430,0.7083333333333334
108_431,0.8
108_432,0.8281092012133467
108_433,0.831140350877193
108_434,0.8395833333333333
108_435,0.9102393617021277
108_436,0.8066433566433566
108_437,0.7843537414965986
108_438,0.839572192513369
108_439,0.875
108_440,0.7959183673469388
108_441,0.9142857142857143
108_442,0.8928571428571428
108_443,0.8571428571428572
108_444,1.0
108_445,0.8428571428571427
108_446,0.8284313725490197
108_447,0.9219600725952813
108_448,0.9010989010989011
108_449,0.7375
108_450,0.8977272727272727
108_451,0.7699805068226121
